fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol,quality
8.119941307320987,0.3591861003740675,0.26170568373590597,10.254193416029022,0.11867921687388262,28.160850899143504,163.8229537490664,0.9815519781891555,3.6643215087368746,1.8530826193845813,10.241844910800191,8.0
14.457857370509078,0.8586613263297014,0.24697879907199982,12.051880259274899,0.1630321425669974,33.66706049687648,47.234658715765725,0.9874709011292452,3.624739605295753,1.1931128190931466,9.99747257738842,8.0
12.051933359925457,1.3221241702269717,0.9062545805210367,4.131784532491235,0.15443057666013021,59.963770130950444,218.73666802192966,1.0132498322035977,2.914905038396029,1.5323474621213435,9.056923475017161,7.7043126493570835
10.585243326167403,1.1251148409733858,0.2495461998495061,9.560674444301485,0.039240981891817,24.460302638132557,155.21347857196417,1.0106707342535335,3.90708688588696,1.0412821065533993,11.643600020608927,8.0
5.716205044866802,1.2291856070060296,0.271949726128631,8.790316755584357,0.03835739925088004,61.00582825203982,43.51495147145379,0.9940257076582859,3.4821666425881834,1.371058781822145,10.859744963051774,7.078212243250853
5.715939723698229,1.0222967133950043,0.7593982624179637,12.576040463429932,0.060953129871533535,7.081275737391713,240.77282408289568,0.9950724251109685,3.236470625362821,0.8789790936159017,13.19420595394402,7.66254152546492
4.638919733850194,1.0691871903249934,0.44973984245054,13.638262376978277,0.07860419800479707,54.59909216739552,131.99953851715355,1.0013421773421431,3.707846300194368,0.8119703336352571,8.192657482892349,5.119389549854829
13.527937603524286,1.288873912191447,0.7767105569551812,0.6762731864221088,0.08760656046761169,59.48078668077681,22.860120708555474,0.9800096401874053,3.108838550081961,1.2829906364881734,11.863207565330757,8.0
10.612265129175297,0.4495352124028603,0.06536615756438524,10.273288826352493,0.13914247119833562,13.545418045776374,158.57406158169147,0.989649773441521,3.6322118044555847,1.1468204461127667,12.577693271069368,8.0
11.788798355756501,0.7851949491003966,0.4875711936733843,1.2516190872360708,0.020769282111508726,30.69391073368183,67.03373221813851,0.9883292723443285,2.8476534490866965,1.2852118275549678,12.556919415129842,8.0
4.226429437253827,0.4096932185474431,0.03361360018328263,8.45845064362166,0.016587813802952614,12.419484451792238,201.9048957099391,0.9900193178699905,3.807289645131126,0.7873229881879391,13.31644380257315,7.6100577295560905
14.669008373781937,1.4827352111953058,0.06265320345535452,4.670674571133334,0.08446300695934271,49.755684900601025,205.3664080237167,1.0122362337013378,3.337805016425582,0.9238283140888919,12.374202456976963,8.0
13.156869048804639,1.4216830755612586,0.906437453344411,4.948260693071047,0.1424611015062163,37.93899599625431,244.84210218439216,0.9911869542618578,3.56403149722953,0.4426265330691458,13.566860369886179,8.0
6.3357302174610375,0.15519753591590826,0.13924537111759516,5.617898300059171,0.04675271516173169,44.83731092287415,127.9580351010034,0.9876608528820059,3.0654853837680203,0.3888698328627497,9.995939598925348,6.8445262778180656
6.000074639278107,1.087805241521964,0.5324206822752171,9.508740511219347,0.13188585143868783,14.55760071997857,116.4644355332956,1.0001705384317212,3.6124884551901375,0.7308771204441276,11.019256500509258,5.983589148006393
6.017449608387772,1.3953476443819322,0.41109560260070654,5.343724502197153,0.0593673462086569,15.610464481616948,189.60152333438776,1.0146258014549092,3.726688331071932,0.42621966086192775,8.084477979697343,4.947365035056292
7.346664672554915,0.352805483178267,0.3473433262588427,11.124136233559065,0.17835636067456812,3.8633154601835393,37.45531080377201,0.9896539881535,3.3678558242612784,0.4764170046790592,8.041745523819747,7.323060648492954
9.772320747954616,0.8951233227736812,0.8998333456872725,6.365647090821111,0.18018108941065716,23.22265992850535,138.99430087931543,0.9831414497117119,3.541272308874153,1.681978289169693,9.44075972270912,7.521394711694205
8.751395205063274,1.3816836166232587,0.0218233967754895,1.4911214044944,0.06648456881345204,39.62238163202357,138.83066203205848,0.9942561894339866,3.347591108586878,0.3660852849283718,8.60484318283451,5.312356428768059
7.203520542178461,0.14752437002011837,0.6637896861755891,11.864517716019556,0.0536988132530157,60.19750906581569,26.92091508854487,1.009906072982599,3.8729096431094145,1.4202027496890628,9.561268207614521,8.0
10.730381841946175,1.0763883741455758,0.9633944342135504,4.643495706594237,0.08814775469258393,47.01799387464897,107.40610094919383,1.0020276217877917,3.397443016617183,0.7633481729861809,9.062259767170385,8.0
